04 Jun 2026,FT,Spain,1,1,Iraq,1,0,Friendly 2026,-,Estadio Municipal de Riazor
04 Jun 2026,FT,Sweden,2,1,Greece,2,0,Friendly 2026,-,Friends Arena
04 Jun 2026,FT,Andorra,2,1,Liechtenstein,0,0,Friendly 2026,-,Nou Estadi a Encamp
04 Jun 2026,FT,Mali,0,0,IR_Iran,2,0,Friendly 2026,-,Mardan Sports Complex
04 Jun 2026,FT,Northern_Ireland,1,0,Guinea,0,0,Friendly 2026,-,Estadio Municipal de La Línea de la Concepción
04 Jun 2026,FT,Slovenia,1,1,Cyprus,1,0,Friendly 2026,-,Stožice Stadium
04 Jun 2026,FT,Lebanon,0,0,Yemen,2,0,Asian Nations Cup 2027 Prel. Comp.,Round Three,Grand Hamad Stadium
04 Jun 2026,FT,Lesotho,1,0,Kenya,1,0,Friendly 2026,-,Lucas 'Masterpieces' Moripe Stadium
04 Jun 2026,FT,Cambodia,4,1,Bhutan,0,0,Friendly 2026,-,National Sports Complex (Olympic Stadium)
04 Jun 2026,FT,Maldives,0,1,Pakistan,3,0,Diamond Jubilee International Football Tournament,First stage,Rasmee Dhandu (Galolhu) National Stadium
04 Jun 2026,FT,Korea_Republic,1,0,El_Salvador,0,0,Friendly 2026,-,BYU South Field
04 Jun 2026,FT,Panama,4,1,Dominican_Republic,2,0,Friendly 2026,-,Estadio Rommel Fernandez
03 Jun 2026,FT,Netherlands,0,1,Algeria,1,0,Friendly 2026,-,De Kuip
03 Jun 2026,FT,Luxembourg,0,1,Italy,1,0,Friendly 2026,-,Stade de Luxembourg
03 Jun 2026,FT,Poland,2,1,Nigeria,2,0,Friendly 2026,-,PGE Narodowy (National Stadium)
03 Jun 2026,FT,Albania,0,1,Israel,1,0,Friendly 2026,-,Air Albania Stadium
03 Jun 2026,FT,Congo_DR,0,0,Denmark,0,0,Friendly 2026,-,Sclessin - Stade Maurice Dufrasne
03 Jun 2026,FT,Gibraltar,4,1,British_Virgin_Islands,0,0,Friendly 2026,-,Europa Point Stadium
03 Jun 2026,FT,Philippines,5,1,Guam,1,0,Three Nations Tournament - Philippines 2026,Tournament,Rizal Memorial Stadium
03 Jun 2026,FT,Haiti,4,0,New_Zealand,0,0,Friendly 2026,-,DRV PNK Stadium
02 Jun 2026,FT,Wales,1,1,Ghana,1,0,Friendly 2026,-,Cardiff City Stadium
02 Jun 2026,FT,Morocco,4,1,Madagascar,0,0,Friendly 2026,-,Prince Moulay Abdellah Stadium
02 Jun 2026,FT,Georgia,1,1,Romania,1,0,Friendly 2026,-,Mikheil Meskhi Stadium (Lokomotivi)
02 Jun 2026,FT,Croatia,0,1,Belgium,2,0,Friendly 2026,-,Stadion HNK Rijeka
02 Jun 2026,FT,Canada,2,1,Uzbekistan,0,0,Friendly 2026,-,Commonwealth Stadium
01 Jun 2026,FT,Colombia,3,1,Costa_Rica,1,0,Friendly 2026,-,Estadio Nemesio Camacho 'El Campin'
01 Jun 2026,FT,Austria,1,1,Tunisia,0,0,Friendly 2026,-,Ernst Happel Stadium
01 Jun 2026,FT,Türkiye,4,1,North_Macedonia,0,0,Friendly 2026,-,Şükrü Saracoğlu Stadium
01 Jun 2026,FT,Norway,3,1,Sweden,1,0,Friendly 2026,-,Ullevaal Stadium
01 Jun 2026,FT,Maldives,0,1,Afghanistan,1,0,Diamond Jubilee International Football Tournament,First stage,Rasmee Dhandu (Galolhu) National Stadium
01 Jun 2026,FT,Bulgaria,0,1,Montenegro,1,0,Friendly 2026,-,Hristo Botev Stadium
01 Jun 2026,FT,Slovakia,2,1,Malta,1,0,Friendly 2026,-,MOL Arena
31 May 2026,FT,Brazil,6,1,Panama,2,0,Friendly 2026,-,Maracanã - Estádio Jornalista Mário Filho
31 May 2026,FT,USA,3,1,Senegal,2,0,Friendly 2026,-,Bank of America Stadium
31 May 2026,FT,Germany,4,1,Finland,0,0,Friendly 2026,-,MEWA Arena
31 May 2026,FT,Poland,0,1,Ukraine,2,0,Friendly 2026,-,Municipal Stadium
31 May 2026,FT,Cabo_Verde,3,0,Serbia,0,0,Friendly 2026,-,Estádio do Restelo
31 May 2026,FT,Czechia,2,1,Kosovo,1,0,Friendly 2026,-,Generali Arena
31 May 2026,FT,Switzerland,4,1,Jordan,1,0,Friendly 2026,-,Kybunpark
31 May 2026,FT,Singapore,4,1,Mongolia,0,0,Friendly 2026,-,Jalan Besar Stadium
31 May 2026,FT,Japan,1,1,Iceland,0,0,Friendly 2026,-,Olympic Stadium
31 May 2026,FT,Mexico,1,0,Australia,0,0,Friendly 2026,-,Rose Bowl Stadium
31 May 2026,FT,Saudi_Arabia,1,0,Ecuador,2,0,Friendly 2026,-,Red Bull Arena
31 May 2026,FT,Korea_Republic,5,0,Trinidad_and_Tobago,0,0,Friendly 2026,-,BYU South Field
30 May 2026,FT,Nigeria,3,0,Jamaica,0,0,The Unity Cup 2026,Tournament,The Valley
30 May 2026,FT,Zimbabwe,1,0,India,0,0,The Unity Cup 2026,Tournament,The Valley
30 May 2026,FT,Scotland,4,1,Curaçao,1,0,Friendly 2026,-,Hampden Park
29 May 2026,FT,Bosnia_and_Herzegovina,0,1,North_Macedonia,0,0,Friendly 2026,-,Asim Ferhatovic Hase Stadium
29 May 2026,FT,South_Africa,0,1,Nicaragua,0,0,Friendly 2026,-,Orlando Stadium
29 May 2026,FT,Iraq,1,0,Andorra,0,0,Friendly 2026,-,Estadi Municipal de Montilivi
29 May 2026,FT,IR_Iran,3,0,The_Gambia,1,0,Friendly 2026,-,Mardan Sports Complex
28 May 2026,FT,Republic_of_Ireland,1,1,Qatar,0,0,Friendly 2026,-,Aviva Stadium
28 May 2026,FT,Egypt,1,1,Russia,0,0,Friendly 2026,-,Cairo International Stadium
27 May 2026,FT,Jamaica,2,0,India,0,0,The Unity Cup 2026,Tournament,The Valley
26 May 2026,FT,Nigeria,2,0,Zimbabwe,0,0,The Unity Cup 2026,Tournament,The Valley
23 May 2026,FT,Mexico,2,1,Ghana,0,0,Friendly 2026,-,Estadio Cuauhtemoc
16 May 2026,FT,Republic_of_Ireland,5,0,Grenada,0,0,Friendly 2026,-,Estadio Nueva Condomina
01 Apr 2026,FT,Iraq,2,0,Bolivia,1,0,FIFA World Cup 2026™ Play-Off Tournament,Play-offs,Monterrey Stadium
01 Apr 2026,FT,Mexico,1,0,Belgium,1,0,Friendly 2026,-,Soldier Field
01 Apr 2026,FT,Brazil,3,0,Croatia,1,0,Friendly 2026,-,Camping World Stadium
31 Mar 2026,FT,Canada,0,1,Tunisia,0,0,Friendly 2026,-,Toronto Stadium
31 Mar 2026,FT,Argentina,5,1,Zambia,0,0,Friendly 2026,-,La Bombonera - Estadio Alberto J. Armando
31 Mar 2026,FT,USA,0,1,Portugal,2,0,Friendly 2026,-,Atlanta Stadium
