31 May 2026,FT,Saudi_Arabia,1,Ecuador,2,Friendly 2026,-,Red Bull Arena
31 May 2026,FT,Korea_Republic,5,Trinidad_and_Tobago,0,Friendly 2026,-,BYU South Field
30 May 2026,FT,Nigeria,3,Jamaica,0,The Unity Cup 2026,Tournament,The Valley
30 May 2026,FT,Zimbabwe,1,India,0,The Unity Cup 2026,Tournament,The Valley
30 May 2026,FT,Scotland,4,Curaçao,1,Friendly 2026,-,Hampden Park
29 May 2026,FT,Bosnia_and_Herzegovina,0,North_Macedonia,0,Friendly 2026,-,Asim Ferhatovic Hase Stadium
29 May 2026,FT,South_Africa,0,Nicaragua,0,Friendly 2026,-,Orlando Stadium
29 May 2026,FT,Iraq,1,Andorra,0,Friendly 2026,-,Estadi Municipal de Montilivi
29 May 2026,FT,IR_Iran,3,The_Gambia,1,Friendly 2026,-,Mardan Sports Complex
28 May 2026,FT,Republic_of_Ireland,1,Qatar,0,Friendly 2026,-,Aviva Stadium
28 May 2026,FT,Egypt,1,Russia,0,Friendly 2026,-,Cairo International Stadium
27 May 2026,FT,Jamaica,2,India,0,The Unity Cup 2026,Tournament,The Valley
26 May 2026,FT,Nigeria,2,Zimbabwe,0,The Unity Cup 2026,Tournament,The Valley
23 May 2026,FT,Mexico,2,Ghana,0,Friendly 2026,-,Estadio Cuauhtemoc
16 May 2026,FT,Republic_of_Ireland,5,Grenada,0,Friendly 2026,-,Estadio Nueva Condomina
01 Apr 2026,FT,Iraq,2,Bolivia,1,FIFA World Cup 2026™ Play-Off Tournament,Play-offs,Monterrey Stadium
01 Apr 2026,FT,Mexico,1,Belgium,1,Friendly 2026,-,Soldier Field
01 Apr 2026,FT,Brazil,3,Croatia,1,Friendly 2026,-,Camping World Stadium
31 Mar 2026,FT,Canada,0,Tunisia,0,Friendly 2026,-,Toronto Stadium
31 Mar 2026,FT,Argentina,5,Zambia,0,Friendly 2026,-,La Bombonera - Estadio Alberto J. Armando
31 Mar 2026,FT,USA,0,Portugal,2,Friendly 2026,-,Atlanta Stadium
31 Mar 2026,FT,Congo_DR,1,Jamaica,0,FIFA World Cup 2026™ Play-Off Tournament,Play-offs,Guadalajara Stadium
31 Mar 2026,FT,Senegal,3,The_Gambia,1,Friendly 2026,-,Stade Me Abdoulaye Wade
31 Mar 2026,FT,Burkina_Faso,1,Guinea-Bissau,1,Friendly 2026,-,Stade du 4 aout
31 Mar 2026,FT,Spain,0,Egypt,0,Friendly 2026,-,RCDE Stadium
31 Mar 2026,FT,Slovakia,2,Romania,0,Friendly 2026,-,Národný futbalový štadión
31 Mar 2026,FT,Ukraine,1,Albania,0,Friendly 2026,-,Estadi Ciutat de València
31 Mar 2026,FT,Republic_of_Ireland,0,North_Macedonia,0,Friendly 2026,-,Aviva Stadium
31 Mar 2026,FT,Wales,1,Northern_Ireland,1,Friendly 2026,-,Cardiff City Stadium
31 Mar 2026,FT,Austria,1,Korea_Republic,0,Friendly 2026,-,Ernst Happel Stadium
31 Mar 2026,FT,England,0,Japan,1,Friendly 2026,-,Wembley Stadium
31 Mar 2026,FT,Netherlands,1,Ecuador,1,Friendly 2026,-,Philips Stadion
31 Mar 2026,FT,Kosovo,0,Türkiye,1,FIFA World Cup 26™ UEFA Qualifiers,Round Two,Fadil Vokrri Stadium
31 Mar 2026,FT,Czechia,2,Denmark,2,FIFA World Cup 26™ UEFA Qualifiers,Round Two,Generali Arena
31 Mar 2026,FT,Sweden,3,Poland,2,FIFA World Cup 26™ UEFA Qualifiers,Round Two,Friends Arena
31 Mar 2026,FT,Bosnia_and_Herzegovina,1,Italy,1,FIFA World Cup 26™ UEFA Qualifiers,Round Two,Bilino Polje Stadium
31 Mar 2026,FT,Algeria,0,Uruguay,0,Friendly 2026,-,Allianz Stadium
31 Mar 2026,FT,Scotland,0,Côte_d_Ivoire,1,Friendly 2026,-,Hill Dickinson Stadium
